Year,Player,Position,Age,Team,Games,GamesStarted,MinutesPlayed,3Points,3PAttempts,2Points,2PAttempts,FreeThrows,FTAttempts,Fouls,Points
2017.0,Treveon Graham,SG,23.0,CHO,27.0,1,189.0,,,10.0,25.0,10.0,15.0,18.0,57.0
2017.0,Jerami Grant,SF,22.0,TOT,80.0,,1531.0,,,109.0,212.0,90.0,147.0,149.0,437.0
2017.0,Jerami Grant,SF,22.0,PHI,2.0,0,41.0,0,,6.0,15.0,4.0,8.0,5.0,16.0
2017.0,Jerami Grant,SF,22.0,OKC,78.0,,1490.0,,,103.0,197.0,86.0,139.0,144.0,421.0
2017.0,Jerian Grant,PG,24.0,CHI,63.0,,1028.0,,,79.0,167.0,65.0,73.0,93.0,370.0
2017.0,Danny Green,SG,29.0,SAS,68.0,,1807.0,,,58.0,138.0,27.0,32.0,120.0,497.0
2017.0,Draymond Green,PF,26.0,GSW,76.0,,2471.0,,,191.0,387.0,151.0,213.0,217.0,776.0
2017.0,Gerald Green,SF,31.0,BOS,47.0,0,538.0,,,56.0,121.0,33.0,41.0,48.0,262.0
2017.0,JaMychal Green,PF,26.0,MEM,77.0,,2101.0,,,195.0,355.0,134.0,167.0,248.0,689.0
2017.0,Jeff Green,PF,30.0,ORL,69.0,,1534.0,,,167.0,365.0,145.0,168.0,103.0,638.0
2017.0,Blake Griffin,PF,27.0,LAC,61.0,,2076.0,,,441.0,858.0,320.0,421.0,157.0,1316.0
2017.0,Justin Hamilton,C,26.0,BRK,64.0,,1177.0,,,119.0,198.0,39.0,52.0,91.0,442.0
2017.0,A.J. Hammons,C,24.0,DAL,22.0,0,163.0,,,12.0,32.0,9.0,20.0,21.0,48.0
2017.0,Tim Hardaway,SG,24.0,ATL,79.0,,2154.0,,,266.0,495.0,164.0,214.0,103.0,1143.0
2017.0,James Harden,PG,27.0,HOU,81.0,,2947.0,,,412.0,777.0,746.0,881.0,215.0,2356.0
2017.0,Maurice Harkless,SF,23.0,POR,77.0,,2223.0,,,246.0,430.0,77.0,124.0,214.0,773.0
2017.0,Justin Harper,PF,27.0,PHI,3.0,0,31.0,,,3.0,5.0,0.0,0.0,2.0,12.0
2017.0,Montrezl Harrell,C,23.0,HOU,58.0,,1064.0,1,,224.0,338.0,76.0,121.0,126.0,527.0
2017.0,Devin Harris,PG,33.0,DAL,65.0,0,1087.0,,,78.0,164.0,107.0,129.0,101.0,437.0
2017.0,Gary Harris,SG,22.0,DEN,57.0,,1782.0,,,213.0,382.0,104.0,134.0,92.0,851.0
2017.0,Joe Harris,SG,25.0,BRK,52.0,,1138.0,,,69.0,141.0,35.0,49.0,121.0,428.0
2017.0,Manny Harris,SG,27.0,DAL,4.0,0,25.0,0,,3.0,13.0,2.0,4.0,1.0,8.0
2017.0,Tobias Harris,PF,24.0,DET,82.0,,2567.0,,,402.0,749.0,190.0,226.0,133.0,1321.0
2017.0,Aaron Harrison,SG,22.0,CHO,5.0,0,17.0,0,,0.0,2.0,1.0,2.0,2.0,1.0
2017.0,Andrew Harrison,PG,22.0,MEM,72.0,,1474.0,,,74.0,204.0,148.0,194.0,194.0,425.0
2017.0,Udonis Haslem,C,36.0,MIA,17.0,0,130.0,0,,11.0,20.0,9.0,15.0,22.0,31.0
2017.0,Spencer Hawes,PF,28.0,TOT,54.0,1,797.0,,,109.0,196.0,44.0,52.0,77.0,337.0
2017.0,Spencer Hawes,PF,28.0,CHO,35.0,1,626.0,,,88.0,163.0,30.0,34.0,61.0,254.0
2017.0,Spencer Hawes,PF,28.0,MIL,19.0,0,171.0,,,21.0,33.0,14.0,18.0,16.0,83.0
2017.0,Gordon Hayward,SF,26.0,UTA,73.0,,2516.0,,,396.0,782.0,362.0,429.0,117.0,1601.0
2017.0,Gerald Henderson,SG,29.0,PHI,72.0,,1667.0,,,173.0,380.0,133.0,165.0,129.0,662.0
2017.0,John Henson,C,26.0,MIL,58.0,,1123.0,0,1,159.0,308.0,74.0,107.0,151.0,392.0
2017.0,Juan Hernangomez,PF,21.0,DEN,62.0,,842.0,,,55.0,111.0,57.0,76.0,62.0,305.0
2017.0,Willy Hernangomez,C,22.0,NYK,72.0,,1324.0,,,242.0,450.0,91.0,125.0,150.0,587.0
2017.0,Mario Hezonja,SF,21.0,ORL,65.0,,960.0,,,74.0,186.0,40.0,50.0,74.0,317.0
2017.0,Roy Hibbert,C,30.0,TOT,48.0,,682.0,0,0,80.0,147.0,61.0,75.0,100.0,221.0
2017.0,Roy Hibbert,C,30.0,CHO,42.0,,671.0,0,0,78.0,144.0,61.0,75.0,97.0,217.0
2017.0,Roy Hibbert,C,30.0,DEN,6.0,0,11.0,0,0,2.0,3.0,0.0,0.0,3.0,4.0
2017.0,Buddy Hield,SG,23.0,TOT,82.0,,1888.0,,,179.0,389.0,64.0,76.0,115.0,866.0
2017.0,Buddy Hield,SG,23.0,NOP,57.0,,1161.0,,,96.0,231.0,29.0,33.0,81.0,488.0
2017.0,Buddy Hield,SG,23.0,SAC,25.0,,727.0,,,83.0,158.0,35.0,43.0,34.0,378.0
2017.0,Nene Hilario,C,34.0,HOU,67.0,,1198.0,,,242.0,388.0,116.0,197.0,163.0,609.0
2017.0,George Hill,PG,30.0,UTA,49.0,,1544.0,,,195.0,373.0,157.0,196.0,114.0,829.0
2017.0,Jordan Hill,C,29.0,MIN,7.0,0,47.0,0,0,5.0,13.0,2.0,2.0,9.0,12.0
2017.0,Solomon Hill,SF,25.0,NOP,80.0,,2374.0,,,89.0,207.0,103.0,128.0,182.0,563.0
2017.0,Darrun Hilliard,SG,23.0,DET,39.0,1,381.0,,,35.0,80.0,21.0,28.0,39.0,127.0
2017.0,Jrue Holiday,PG,26.0,NOP,67.0,,2190.0,,,305.0,613.0,119.0,168.0,133.0,1029.0
2017.0,Justin Holiday,SG,27.0,NYK,82.0,,1639.0,,,136.0,265.0,66.0,80.0,109.0,629.0
2017.0,Rondae Hollis-Jefferson,SF,22.0,BRK,78.0,,1761.0,,,220.0,475.0,190.0,253.0,177.0,675.0
2017.0,Richaun Holmes,C,23.0,PHI,57.0,,1193.0,,,203.0,335.0,72.0,103.0,136.0,559.0
2017.0,Rodney Hood,SG,24.0,UTA,59.0,,1593.0,,,158.0,359.0,90.0,115.0,132.0,748.0
2017.0,Al Horford,C,30.0,BOS,68.0,,2193.0,,,293.0,559.0,108.0,135.0,138.0,952.0
2017.0,Danuel House,SG,23.0,WAS,1.0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,Dwight Howard,C,31.0,ATL,74.0,,2199.0,0,,388.0,611.0,226.0,424.0,203.0,1002.0
2017.0,Marcelo Huertas,PG,33.0,LAL,23.0,1,237.0,,,21.0,49.0,9.0,17.0,16.0,63.0
2017.0,Josh Huestis,PF,25.0,OKC,2.0,0,31.0,,,4.0,7.0,0.0,1.0,0.0,14.0
2017.0,Kris Humphries,PF,31.0,ATL,56.0,,689.0,,,68.0,160.0,64.0,82.0,69.0,257.0
2017.0,R.J. Hunter,SG,23.0,CHI,3.0,0,9.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,Serge Ibaka,PF,27.0,TOT,79.0,,2422.0,,,347.0,665.0,107.0,125.0,215.0,1173.0
2017.0,Serge Ibaka,PF,27.0,ORL,56.0,,1710.0,,,260.0,489.0,77.0,91.0,139.0,846.0
2017.0,Serge Ibaka,PF,27.0,TOR,23.0,,712.0,,,87.0,176.0,30.0,34.0,76.0,327.0
2017.0,Andre Iguodala,SF,33.0,GSW,76.0,0,1998.0,,,155.0,238.0,72.0,102.0,97.0,574.0
2017.0,Ersan Ilyasova,PF,29.0,TOT,82.0,,2142.0,,,242.0,488.0,161.0,207.0,211.0,1071.0
2017.0,Ersan Ilyasova,PF,29.0,OKC,3.0,0,62.0,,,3.0,4.0,0.0,0.0,5.0,15.0
2017.0,Ersan Ilyasova,PF,29.0,PHI,53.0,,1447.0,,,178.0,350.0,109.0,142.0,133.0,786.0
2017.0,Ersan Ilyasova,PF,29.0,ATL,26.0,,633.0,,,61.0,134.0,52.0,65.0,73.0,270.0
2017.0,Joe Ingles,SF,29.0,UTA,82.0,,1972.0,,,81.0,172.0,50.0,68.0,163.0,581.0
2017.0,Brandon Ingram,SF,19.0,LAL,79.0,,2279.0,,,221.0,499.0,133.0,214.0,158.0,740.0
2017.0,Kyrie Irving,PG,24.0,CLE,72.0,,2525.0,,,494.0,979.0,297.0,328.0,157.0,1816.0
2017.0,Jarrett Jack,PG,33.0,NOP,2.0,0,33.0,0,1,2.0,2.0,2.0,2.0,4.0,6.0
2017.0,Demetrius Jackson,PG,22.0,BOS,5.0,0,17.0,1,1,2.0,3.0,3.0,6.0,0.0,10.0
2017.0,Pierre Jackson,PG,25.0,DAL,8.0,1,84.0,,,10.0,28.0,6.0,7.0,5.0,35.0
2017.0,Reggie Jackson,PG,26.0,DET,52.0,,1424.0,,,218.0,493.0,118.0,136.0,129.0,752.0
2017.0,LeBron James,SF,32.0,CLE,74.0,,2794.0,,,612.0,1002.0,358.0,531.0,134.0,1954.0
2017.0,Al Jefferson,C,32.0,IND,66.0,1,931.0,0,1,235.0,470.0,65.0,85.0,125.0,535.0
2017.0,Richard Jefferson,SF,36.0,CLE,79.0,,1614.0,,,91.0,157.0,80.0,108.0,153.0,448.0
2017.0,John Jenkins,SG,25.0,PHO,4.0,0,13.0,1,,1.0,3.0,2.0,2.0,0.0,7.0
2017.0,Brandon Jennings,PG,27.0,TOT,81.0,,1802.0,,,113.0,283.0,114.0,152.0,116.0,577.0
2017.0,Brandon Jennings,PG,27.0,NYK,58.0,,1428.0,,,95.0,229.0,102.0,135.0,84.0,496.0
2017.0,Brandon Jennings,PG,27.0,WAS,23.0,,374.0,,,18.0,54.0,12.0,17.0,32.0,81.0
2017.0,Jonas Jerebko,PF,29.0,BOS,78.0,,1232.0,,,69.0,132.0,26.0,37.0,122.0,299.0
2017.0,Amir Johnson,PF,29.0,BOS,80.0,,1608.0,,,186.0,304.0,67.0,100.0,211.0,520.0
2017.0,Brice Johnson,PF,22.0,LAC,3.0,0,9.0,0,0,2.0,7.0,0.0,0.0,0.0,4.0
2017.0,James Johnson,PF,29.0,MIA,76.0,,2085.0,,,281.0,513.0,152.0,215.0,197.0,975.0
2017.0,Joe Johnson,SF,35.0,UTA,78.0,,1843.0,,,167.0,368.0,63.0,77.0,93.0,715.0
2017.0,Stanley Johnson,SF,20.0,DET,77.0,1,1371.0,,,84.0,211.0,36.0,53.0,121.0,339.0
2017.0,Tyler Johnson,PG,24.0,MIA,73.0,0,2178.0,,,264.0,574.0,195.0,254.0,176.0,1002.0
2017.0,Wesley Johnson,SF,29.0,LAC,68.0,,810.0,,,44.0,82.0,11.0,17.0,83.0,186.0
2017.0,Nikola Jokic,C,21.0,DEN,73.0,,2038.0,,,449.0,715.0,188.0,228.0,214.0,1221.0
2017.0,Dahntay Jones,SF,36.0,CLE,1.0,0,12.0,0,,3.0,6.0,3.0,4.0,1.0,9.0
2017.0,Damian Jones,C,21.0,GSW,10.0,0,85.0,0,0,8.0,16.0,3.0,10.0,15.0,19.0
2017.0,Derrick Jones,SF,19.0,PHO,32.0,,545.0,,,65.0,110.0,29.0,41.0,63.0,168.0
2017.0,James Jones,SF,36.0,CLE,48.0,,381.0,,,13.0,26.0,13.0,20.0,37.0,132.0
2017.0,Terrence Jones,PF,25.0,TOT,54.0,,1270.0,,,212.0,416.0,103.0,170.0,67.0,584.0
2017.0,Terrence Jones,PF,25.0,NOP,51.0,,1264.0,,,212.0,413.0,103.0,170.0,67.0,584.0
2017.0,Terrence Jones,PF,25.0,MIL,3.0,0,6.0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2017.0,Tyus Jones,PG,20.0,MIN,60.0,0,774.0,,,49.0,108.0,33.0,43.0,50.0,209.0
2017.0,DeAndre Jordan,C,28.0,LAC,81.0,,2570.0,0,,412.0,575.0,205.0,425.0,212.0,1029.0
2017.0,Cory Joseph,SG,25.0,TOR,80.0,,2003.0,,,251.0,526.0,94.0,122.0,140.0,740.0
2017.0,Frank Kaminsky,C,23.0,CHO,75.0,,1954.0,,,204.0,448.0,118.0,156.0,139.0,874.0
2017.0,Enes Kanter,C,24.0,OKC,72.0,0,1533.0,,,397.0,699.0,224.0,285.0,154.0,1033.0
2017.0,Ryan Kelly,PF,25.0,ATL,16.0,0,110.0,,,4.0,18.0,5.0,6.0,5.0,25.0
2017.0,Michael Kidd-Gilchrist,SF,23.0,CHO,81.0,,2349.0,1,,294.0,609.0,152.0,194.0,187.0,743.0
2017.0,Sean Kilpatrick,SG,27.0,BRK,70.0,,1754.0,,,200.0,427.0,204.0,242.0,118.0,919.0
2017.0,Brandon Knight,SG,25.0,PHO,54.0,,1140.0,,,164.0,386.0,132.0,154.0,87.0,595.0
2017.0,Kyle Korver,SG,35.0,TOT,67.0,,1753.0,,,77.0,156.0,38.0,42.0,107.0,678.0
2017.0,Kyle Korver,SG,35.0,ATL,32.0,,894.0,,,43.0,87.0,24.0,27.0,47.0,305.0
2017.0,Kyle Korver,SG,35.0,CLE,35.0,1,859.0,,,34.0,69.0,14.0,15.0,60.0,373.0
2017.0,Kosta Koufos,C,27.0,SAC,71.0,,1419.0,0,1,216.0,391.0,38.0,62.0,172.0,470.0
2017.0,Mindaugas Kuzminskas,SF,27.0,NYK,68.0,,1016.0,,,104.0,201.0,55.0,68.0,79.0,425.0
2017.0,Skal Labissiere,PF,20.0,SAC,33.0,,612.0,,,114.0,210.0,52.0,74.0,64.0,289.0
2017.0,Jeremy Lamb,SG,24.0,CHO,62.0,,1143.0,,,185.0,345.0,110.0,129.0,98.0,603.0
2017.0,Nicolas Laprovittola,PG,27.0,SAS,18.0,,174.0,,,10.0,20.0,9.0,9.0,19.0,59.0
2017.0,Joffrey Lauvergne,PF-C,25.0,TOT,70.0,1,980.0,,,115.0,238.0,46.0,73.0,83.0,375.0
2017.0,Joffrey Lauvergne,PF,25.0,OKC,50.0,0,739.0,,,84.0,166.0,37.0,58.0,71.0,286.0
2017.0,Joffrey Lauvergne,C,25.0,CHI,20.0,1,241.0,,,31.0,72.0,9.0,15.0,12.0,89.0
2017.0,Zach LaVine,SG,21.0,MIN,47.0,,1749.0,,,206.0,400.0,117.0,140.0,104.0,889.0
2017.0,Ty Lawson,PG,29.0,SAC,69.0,,1732.0,,,203.0,404.0,173.0,217.0,119.0,681.0
2017.0,Jake Layman,SF,22.0,POR,35.0,1,249.0,,,13.0,38.0,13.0,17.0,22.0,78.0
2017.0,Courtney Lee,SG,31.0,NYK,77.0,,2459.0,,,213.0,435.0,85.0,98.0,141.0,835.0
2017.0,David Lee,PF,33.0,SAS,79.0,,1477.0,0,0,248.0,420.0,80.0,113.0,125.0,576.0
2017.0,Alex Len,C,23.0,PHO,77.0,,1560.0,,,227.0,451.0,150.0,208.0,242.0,613.0
2017.0,Kawhi Leonard,SF,25.0,SAS,74.0,,2474.0,,,489.0,925.0,469.0,533.0,122.0,1888.0
2017.0,Meyers Leonard,PF,24.0,POR,74.0,,1222.0,,,72.0,165.0,35.0,40.0,172.0,401.0
2017.0,Jon Leuer,PF,27.0,DET,75.0,,1944.0,,,261.0,479.0,98.0,113.0,145.0,767.0
2017.0,Caris LeVert,SF,22.0,BRK,57.0,,1237.0,,,112.0,196.0,67.0,93.0,91.0,468.0
2017.0,DeAndre Liggins,SG,28.0,TOT,62.0,,777.0,,,38.0,96.0,25.0,40.0,81.0,152.0
2017.0,DeAndre Liggins,SG,28.0,CLE,61.0,,752.0,,,35.0,91.0,23.0,37.0,78.0,144.0
2017.0,DeAndre Liggins,SG,28.0,DAL,1.0,0,25.0,0,1,3.0,5.0,2.0,3.0,3.0,8.0
2017.0,Damian Lillard,PG,26.0,POR,75.0,,2694.0,,,447.0,910.0,488.0,545.0,152.0,2024.0
2017.0,Jeremy Lin,PG,28.0,BRK,36.0,,883.0,,,117.0,244.0,115.0,141.0,79.0,523.0
2017.0,Shaun Livingston,PG,31.0,GSW,76.0,,1345.0,1,,172.0,313.0,42.0,60.0,120.0,389.0
2017.0,Shawn Long,C,24.0,PHI,18.0,0,234.0,,,54.0,90.0,19.0,35.0,49.0,148.0
2017.0,Kevon Looney,C,20.0,GSW,53.0,,447.0,,,54.0,98.0,21.0,34.0,64.0,135.0
2017.0,Brook Lopez,C,28.0,BRK,75.0,,2222.0,,,421.0,785.0,295.0,364.0,192.0,1539.0
2017.0,Robin Lopez,C,28.0,CHI,81.0,,2271.0,0,,382.0,773.0,75.0,104.0,151.0,839.0
2017.0,Kevin Love,PF,28.0,CLE,60.0,,1885.0,,,225.0,478.0,257.0,295.0,125.0,1142.0
2017.0,Kyle Lowry,PG,30.0,TOR,60.0,,2244.0,,,233.0,450.0,299.0,365.0,170.0,1344.0
2017.0,John Lucas,PG,34.0,MIN,5.0,0,11.0,0,1,1.0,3.0,0.0,0.0,0.0,2.0
2017.0,Timothe Luwawu-Cabarrot,SF,21.0,PHI,69.0,,1190.0,,,95.0,200.0,105.0,123.0,154.0,445.0
2017.0,Trey Lyles,PF,21.0,UTA,71.0,,1158.0,,,94.0,235.0,57.0,79.0,97.0,440.0
2017.0,Shelvin Mack,PG,26.0,UTA,55.0,,1205.0,,,133.0,261.0,53.0,77.0,100.0,430.0
2017.0,Ian Mahinmi,C,30.0,WAS,31.0,0,555.0,0,0,65.0,111.0,43.0,75.0,90.0,173.0
2017.0,Thon Maker,C,19.0,MIL,57.0,,562.0,,,55.0,107.0,32.0,49.0,84.0,226.0
2017.0,Boban Marjanovic,C,28.0,DET,35.0,0,293.0,0,0,72.0,132.0,47.0,58.0,25.0,191.0
2017.0,Jarell Martin,PF,22.0,MEM,42.0,,558.0,,,49.0,126.0,40.0,50.0,91.0,165.0
2017.0,Wesley Matthews,SG,30.0,DAL,73.0,,2495.0,,,159.0,368.0,146.0,179.0,161.0,986.0
2017.0,Luc Mbah,SF,30.0,LAC,80.0,,1787.0,,,148.0,268.0,59.0,87.0,122.0,484.0
2017.0,James Michael,PF,24.0,GSW,52.0,,457.0,,,60.0,109.0,21.0,42.0,47.0,147.0
2017.0,Patrick McCaw,SG,21.0,GSW,71.0,,1074.0,,,65.0,122.0,29.0,37.0,62.0,282.0
2017.0,Sheldon McClellan,SG,24.0,WAS,30.0,,287.0,,,23.0,45.0,23.0,27.0,17.0,90.0
2017.0,C.J. McCollum,SG,25.0,POR,80.0,,2796.0,,,507.0,1001.0,268.0,294.0,202.0,1837.0
2017.0,T.J. McConnell,PG,24.0,PHI,81.0,,2133.0,,,225.0,457.0,73.0,90.0,139.0,556.0
2017.0,Chris McCullough,PF,21.0,TOT,16.0,0,80.0,1,,15.0,25.0,3.0,5.0,7.0,36.0
2017.0,Chris McCullough,PF,21.0,BRK,14.0,0,72.0,1,,15.0,25.0,2.0,3.0,7.0,35.0
2017.0,Chris McCullough,PF,21.0,WAS,2.0,0,8.0,0,1,0.0,0.0,1.0,2.0,0.0,1.0
2017.0,K.J. McDaniels,SF,23.0,TOT,49.0,0,505.0,,,57.0,103.0,32.0,38.0,49.0,206.0
2017.0,K.J. McDaniels,SF,23.0,HOU,29.0,0,212.0,,,22.0,41.0,9.0,10.0,24.0,80.0
2017.0,K.J. McDaniels,SF,23.0,BRK,20.0,0,293.0,,,35.0,62.0,23.0,28.0,25.0,126.0
2017.0,Doug McDermott,SF,25.0,TOT,66.0,,1508.0,,,145.0,290.0,71.0,84.0,79.0,592.0
2017.0,Doug McDermott,SF,25.0,CHI,44.0,,1078.0,,,110.0,224.0,59.0,67.0,57.0,447.0
2017.0,Doug McDermott,SF,25.0,OKC,22.0,1,430.0,,,35.0,66.0,12.0,17.0,22.0,145.0
2017.0,JaVale McGee,C,29.0,GSW,77.0,,739.0,0,,208.0,315.0,56.0,111.0,109.0,472.0
2017.0,Rodney McGruder,SG,25.0,MIA,78.0,,1966.0,,,117.0,240.0,44.0,71.0,140.0,497.0
2017.0,Ben McLemore,SG,23.0,SAC,61.0,,1176.0,,,115.0,249.0,70.0,93.0,108.0,495.0
2017.0,Jordan McRae,SG,25.0,CLE,37.0,,384.0,,,40.0,99.0,27.0,34.0,31.0,161.0
2017.0,Josh McRoberts,PF,29.0,MIA,22.0,,381.0,,,31.0,87.0,6.0,9.0,31.0,107.0
2017.0,Jodie Meeks,SG,29.0,ORL,36.0,,738.0,,,47.0,119.0,65.0,74.0,41.0,327.0
2017.0,Salah Mejri,C,30.0,DAL,73.0,,905.0,1,,87.0,134.0,36.0,61.0,152.0,213.0
2017.0,Jordan Mickey,PF,22.0,BOS,25.0,1,141.0,0,1,15.0,33.0,8.0,14.0,12.0,38.0
2017.0,Khris Middleton,SF,25.0,MIL,29.0,,889.0,,,105.0,229.0,81.0,92.0,79.0,426.0
2017.0,C.J. Miles,SF,29.0,IND,76.0,,1776.0,,,112.0,238.0,84.0,93.0,151.0,815.0
2017.0,Mike Miller,SF,36.0,DEN,20.0,0,151.0,,,1.0,3.0,2.0,2.0,9.0,28.0
2017.0,Patty Mills,PG,28.0,SAS,80.0,,1754.0,,,126.0,266.0,66.0,80.0,109.0,759.0
2017.0,Elijah Millsap,SG,29.0,PHO,2.0,0,23.0,0,,1.0,5.0,1.0,2.0,2.0,3.0
2017.0,Paul Millsap,PF,31.0,ATL,69.0,,2343.0,,,355.0,731.0,311.0,405.0,186.0,1246.0
2017.0,Nikola Mirotic,PF,25.0,CHI,70.0,,1679.0,,,129.0,248.0,99.0,128.0,128.0,744.0
2017.0,Greg Monroe,C,26.0,MIL,81.0,0,1823.0,0,,387.0,722.0,177.0,239.0,168.0,951.0
2017.0,E'Twaun Moore,SG,27.0,NOP,73.0,,1820.0,,,206.0,411.0,57.0,74.0,131.0,700.0
2017.0,Marcus Morris,SF,27.0,DET,79.0,,2565.0,,,303.0,650.0,145.0,185.0,168.0,1105.0
2017.0,Markieff Morris,PF,27.0,WAS,76.0,,2374.0,,,335.0,693.0,180.0,215.0,254.0,1063.0
2017.0,Anthony Morrow,SG,31.0,TOT,49.0,,714.0,,,57.0,119.0,34.0,37.0,44.0,271.0
2017.0,Anthony Morrow,SG,31.0,OKC,40.0,,627.0,,,51.0,104.0,23.0,26.0,40.0,230.0
2017.0,Anthony Morrow,SG,31.0,CHI,9.0,0,87.0,,,6.0,15.0,11.0,11.0,4.0,41.0
2017.0,Donatas Motiejunas,PF,26.0,NOP,34.0,0,479.0,,,46.0,91.0,25.0,49.0,55.0,150.0
2017.0,Timofey Mozgov,C,30.0,LAL,54.0,,1104.0,0,1,169.0,327.0,63.0,78.0,133.0,401.0
2017.0,Emmanuel Mudiay,PG,20.0,DEN,55.0,,1406.0,,,152.0,373.0,131.0,167.0,95.0,603.0
2017.0,Shabazz Muhammad,SF,24.0,MIN,78.0,1,1516.0,,,239.0,452.0,147.0,190.0,86.0,772.0
2017.0,Dejounte Murray,PG,20.0,SAS,38.0,,322.0,,,41.0,93.0,21.0,30.0,29.0,130.0
2017.0,Jamal Murray,SG,19.0,DEN,82.0,,1764.0,,,180.0,386.0,106.0,120.0,124.0,811.0
2017.0,Mike Muscala,C,25.0,ATL,70.0,,1237.0,,,124.0,227.0,49.0,64.0,97.0,435.0
2017.0,Larry Nance,PF,24.0,LAL,63.0,,1442.0,,,180.0,325.0,59.0,80.0,149.0,449.0
2017.0,Shabazz Napier,PG,25.0,POR,53.0,,512.0,,,39.0,91.0,38.0,49.0,38.0,218.0
2017.0,Maurice Ndour,PF,24.0,NYK,32.0,,331.0,1,,38.0,79.0,19.0,26.0,30.0,98.0
2017.0,Gary Neal,SG,32.0,ATL,2.0,0,18.0,0,,0.0,5.0,4.0,4.0,1.0,4.0
2017.0,Jameer Nelson,PG,34.0,DEN,75.0,,2045.0,,,162.0,331.0,45.0,63.0,197.0,687.0
2017.0,Raul Neto,PG,24.0,UTA,40.0,0,346.0,,,31.0,60.0,8.0,9.0,48.0,100.0
2017.0,Georges Niang,PF,23.0,IND,23.0,0,93.0,1,,8.0,24.0,2.0,2.0,6.0,21.0
