Year,Player,Position,Age,Team,Games,GamesStarted,MinutesPlayed,3Points,3PAttempts,2Points,2PAttempts,FreeThrows,FTAttempts,Fouls,Points
2017.0,Andrew Nicholson,PF,27.0,TOT,38.0,0,342.0,,,38.0,84.0,9.0,14.0,55.0,100.0
2017.0,Andrew Nicholson,PF,27.0,WAS,28.0,0,231.0,,,27.0,61.0,7.0,12.0,37.0,70.0
2017.0,Andrew Nicholson,PF,27.0,BRK,10.0,0,111.0,,,11.0,23.0,2.0,2.0,18.0,30.0
2017.0,Joakim Noah,C,31.0,NYK,46.0,,1015.0,0,1,99.0,200.0,34.0,78.0,127.0,232.0
2017.0,Nerlens Noel,C,22.0,TOT,51.0,,1047.0,0,1,184.0,308.0,77.0,111.0,126.0,445.0
2017.0,Nerlens Noel,C,22.0,PHI,29.0,,564.0,0,1,107.0,174.0,43.0,63.0,71.0,257.0
2017.0,Nerlens Noel,C,22.0,DAL,22.0,,483.0,0,0,77.0,134.0,34.0,48.0,55.0,188.0
2017.0,Lucas Nogueira,C,24.0,TOR,57.0,,1088.0,,,100.0,144.0,44.0,67.0,137.0,253.0
2017.0,Steve Novak,PF,33.0,MIL,8.0,0,22.0,1,,1.0,1.0,0.0,0.0,1.0,5.0
2017.0,Dirk Nowitzki,PF,38.0,DAL,54.0,,1424.0,,,217.0,469.0,98.0,112.0,113.0,769.0
2017.0,Jusuf Nurkic,C,22.0,TOT,65.0,,1391.0,0,1,271.0,533.0,120.0,210.0,161.0,662.0
2017.0,Jusuf Nurkic,C,22.0,DEN,45.0,,807.0,0,0,151.0,298.0,56.0,113.0,88.0,358.0
2017.0,Jusuf Nurkic,C,22.0,POR,20.0,,584.0,0,1,120.0,235.0,64.0,97.0,73.0,304.0
2017.0,David Nwaba,SG,24.0,LAL,20.0,,397.0,1,,46.0,76.0,25.0,39.0,36.0,120.0
2017.0,Johnny O'Bryant,PF,23.0,TOT,11.0,0,80.0,,,12.0,24.0,5.0,6.0,10.0,38.0
2017.0,Johnny O'Bryant,PF,23.0,DEN,7.0,0,46.0,,,5.0,12.0,4.0,4.0,4.0,20.0
2017.0,Johnny O'Bryant,PF,23.0,CHO,4.0,0,34.0,1,,7.0,12.0,1.0,2.0,6.0,18.0
2017.0,Kyle O'Quinn,C,26.0,NYK,79.0,,1229.0,,,213.0,396.0,64.0,83.0,174.0,496.0
2017.0,Daniel Ochefu,C,23.0,WAS,19.0,0,75.0,0,0,12.0,27.0,0.0,2.0,17.0,24.0
2017.0,Jahlil Okafor,C,21.0,PHI,50.0,,1134.0,0,0,242.0,471.0,106.0,158.0,122.0,590.0
2017.0,Victor Oladipo,SG,24.0,OKC,67.0,,2222.0,,,285.0,580.0,116.0,154.0,155.0,1067.0
2017.0,Kelly Olynyk,C,25.0,BOS,75.0,,1538.0,,,192.0,316.0,90.0,123.0,207.0,678.0
2017.0,Arinze Onuaku,C,29.0,ORL,8.0,0,28.0,0,0,2.0,4.0,0.0,0.0,3.0,4.0
2017.0,Chinanu Onuaku,C,20.0,HOU,5.0,1,52.0,0,0,5.0,7.0,4.0,4.0,6.0,14.0
2017.0,Kelly Oubre,SF,21.0,WAS,79.0,,1605.0,,,132.0,254.0,75.0,99.0,195.0,501.0
2017.0,Zaza Pachulia,C,32.0,GSW,70.0,,1268.0,0,,164.0,305.0,98.0,126.0,166.0,426.0
2017.0,Georgios Papagiannis,C,19.0,SAC,22.0,0,355.0,0,,56.0,100.0,12.0,14.0,44.0,124.0
2017.0,Jabari Parker,PF,21.0,MIL,51.0,,1728.0,,,334.0,636.0,162.0,218.0,111.0,1025.0
2017.0,Tony Parker,PG,34.0,SAS,63.0,,1587.0,,,242.0,500.0,85.0,117.0,92.0,638.0
2017.0,Chandler Parsons,SF,28.0,MEM,34.0,,675.0,,,50.0,129.0,35.0,43.0,52.0,210.0
2017.0,Lamar Patterson,SG,25.0,ATL,5.0,0,40.0,1,,2.0,9.0,2.0,3.0,6.0,9.0
2017.0,Patrick Patterson,PF,27.0,TOR,65.0,,1599.0,,,60.0,131.0,43.0,60.0,120.0,445.0
2017.0,Chris Paul,PG,31.0,LAC,61.0,,1921.0,,,250.0,483.0,232.0,260.0,146.0,1104.0
2017.0,Adreian Payne,PF,25.0,MIN,18.0,0,135.0,,,20.0,39.0,14.0,19.0,32.0,63.0
2017.0,Cameron Payne,PG,22.0,TOT,31.0,0,462.0,,,37.0,107.0,5.0,8.0,52.0,160.0
2017.0,Cameron Payne,PG,22.0,OKC,20.0,0,320.0,,,27.0,78.0,4.0,4.0,38.0,106.0
2017.0,Cameron Payne,PG,22.0,CHI,11.0,0,142.0,,,10.0,29.0,1.0,4.0,14.0,54.0
2017.0,Elfrid Payton,PG,22.0,ORL,82.0,,2412.0,,,390.0,766.0,146.0,211.0,177.0,1046.0
2017.0,Gary Payton,PG,24.0,MIL,6.0,0,99.0,1,,7.0,13.0,3.0,5.0,9.0,20.0
2017.0,Paul Pierce,SF,39.0,LAC,25.0,,277.0,,,13.0,27.0,10.0,13.0,40.0,81.0
2017.0,Marshall Plumlee,C,24.0,NYK,21.0,1,170.0,0,0,16.0,30.0,8.0,19.0,23.0,40.0
2017.0,Mason Plumlee,C,26.0,TOT,81.0,,2148.0,0,,334.0,617.0,174.0,300.0,226.0,842.0
2017.0,Mason Plumlee,C,26.0,POR,54.0,,1516.0,0,,235.0,437.0,127.0,224.0,149.0,597.0
2017.0,Mason Plumlee,C,26.0,DEN,27.0,,632.0,0,1,99.0,180.0,47.0,76.0,77.0,245.0
2017.0,Miles Plumlee,C,28.0,TOT,45.0,,484.0,0,0,44.0,92.0,25.0,39.0,73.0,113.0
2017.0,Miles Plumlee,C,28.0,MIL,32.0,,310.0,0,0,30.0,68.0,22.0,35.0,48.0,82.0
2017.0,Miles Plumlee,C,28.0,CHO,13.0,0,174.0,0,0,14.0,24.0,3.0,4.0,25.0,31.0
2017.0,Jakob Poeltl,C,21.0,TOR,54.0,,626.0,0,0,67.0,115.0,31.0,57.0,113.0,165.0
2017.0,Otto Porter,SF,23.0,WAS,80.0,,2605.0,,,266.0,462.0,99.0,119.0,193.0,1075.0
2017.0,Bobby Portis,PF,21.0,CHI,64.0,,1000.0,,,151.0,279.0,39.0,59.0,94.0,437.0
2017.0,Kristaps Porzingis,PF,21.0,NYK,66.0,,2164.0,,,331.0,671.0,198.0,252.0,244.0,1196.0
2017.0,Dwight Powell,C,25.0,DAL,77.0,,1333.0,,,173.0,303.0,107.0,141.0,135.0,516.0
2017.0,Norman Powell,SG,23.0,TOR,76.0,,1368.0,,,171.0,333.0,126.0,159.0,127.0,636.0
2017.0,Alex Poythress,PF,23.0,PHI,6.0,1,157.0,,,19.0,35.0,8.0,10.0,14.0,64.0
2017.0,Ronnie Price,PG,33.0,PHO,14.0,0,134.0,,,1.0,7.0,3.0,4.0,14.0,14.0
2017.0,Tim Quarterman,SG,22.0,POR,16.0,0,80.0,,,8.0,16.0,0.0,3.0,6.0,31.0
2017.0,Chasson Randle,PG,23.0,TOT,26.0,0,299.0,,,24.0,51.0,41.0,43.0,39.0,137.0
2017.0,Chasson Randle,PG,23.0,PHI,8.0,0,74.0,,,6.0,11.0,12.0,12.0,11.0,42.0
2017.0,Chasson Randle,PG,23.0,NYK,18.0,0,225.0,,,18.0,40.0,29.0,31.0,28.0,95.0
2017.0,Julius Randle,PF,22.0,LAL,74.0,,2132.0,,,360.0,710.0,204.0,282.0,248.0,975.0
2017.0,Zach Randolph,PF,35.0,MEM,73.0,,1786.0,,,412.0,870.0,141.0,193.0,136.0,1028.0
2017.0,J.J. Redick,SG,32.0,LAC,78.0,,2198.0,,,195.0,422.0,180.0,202.0,125.0,1173.0
2017.0,Willie Reed,C,26.0,MIA,71.0,,1031.0,1,,161.0,281.0,49.0,88.0,137.0,374.0
2017.0,Josh Richardson,SG,23.0,MIA,53.0,,1614.0,,,127.0,286.0,60.0,77.0,132.0,539.0
2017.0,Malachi Richardson,SG,21.0,SAC,22.0,0,198.0,,,20.0,40.0,15.0,19.0,23.0,79.0
2017.0,Austin Rivers,SG,24.0,LAC,74.0,,2054.0,,,212.0,432.0,132.0,191.0,187.0,889.0
2017.0,Andre Roberson,SF,25.0,OKC,79.0,,2376.0,,,170.0,279.0,47.0,111.0,204.0,522.0
2017.0,Brian Roberts,PG,31.0,CHO,41.0,,416.0,,,29.0,78.0,33.0,39.0,18.0,142.0
2017.0,Glenn Robinson,SF,23.0,IND,69.0,,1426.0,,,109.0,213.0,54.0,76.0,63.0,419.0
2017.0,Thomas Robinson,PF,25.0,LAL,48.0,1,560.0,0,1,105.0,195.0,31.0,66.0,76.0,241.0
2017.0,Sergio Rodriguez,PG,30.0,PHI,68.0,,1518.0,,,118.0,284.0,18.0,27.0,95.0,530.0
2017.0,Rajon Rondo,PG,30.0,CHI,69.0,,1843.0,,,179.0,428.0,30.0,50.0,144.0,538.0
2017.0,Derrick Rose,PG,28.0,NYK,64.0,,2082.0,,,447.0,917.0,221.0,253.0,84.0,1154.0
2017.0,Terrence Ross,SF,25.0,TOT,78.0,,1955.0,,,184.0,355.0,64.0,77.0,143.0,858.0
2017.0,Terrence Ross,SF,25.0,TOR,54.0,0,1207.0,,,115.0,223.0,41.0,50.0,82.0,559.0
2017.0,Terrence Ross,SF,25.0,ORL,24.0,,748.0,,,69.0,132.0,23.0,27.0,61.0,299.0
2017.0,Terry Rozier,PG,22.0,BOS,74.0,0,1263.0,,,94.0,232.0,51.0,66.0,69.0,410.0
2017.0,Ricky Rubio,PG,26.0,MIN,75.0,,2469.0,,,201.0,454.0,254.0,285.0,202.0,836.0
2017.0,Damjan Rudez,SF,30.0,ORL,45.0,0,314.0,,,11.0,24.0,0.0,0.0,31.0,82.0
2017.0,Brandon Rush,SG,31.0,MIN,47.0,,1030.0,,,26.0,73.0,13.0,18.0,42.0,197.0
2017.0,D'Angelo Russell,PG,20.0,LAL,63.0,,1811.0,,,216.0,483.0,147.0,188.0,130.0,984.0
2017.0,Domantas Sabonis,PF,20.0,OKC,81.0,,1632.0,,,141.0,322.0,44.0,67.0,200.0,479.0
2017.0,Larry Sanders,C,28.0,CLE,5.0,0,13.0,0,0,1.0,4.0,2.0,2.0,5.0,4.0
2017.0,Dario Saric,PF,22.0,PHI,81.0,,2129.0,,,275.0,586.0,172.0,220.0,162.0,1040.0
2017.0,Tomas Satoransky,SG,25.0,WAS,57.0,,719.0,,,52.0,109.0,23.0,33.0,60.0,154.0
2017.0,Dennis Schroder,PG,23.0,ATL,79.0,,2485.0,,,448.0,921.0,218.0,255.0,149.0,1414.0
2017.0,Luis Scola,PF,36.0,BRK,36.0,1,461.0,,,54.0,101.0,25.0,37.0,63.0,184.0
2017.0,Mike Scott,PF,28.0,ATL,18.0,0,195.0,,,13.0,32.0,7.0,8.0,12.0,45.0
2017.0,Thabo Sefolosha,SF,32.0,ATL,62.0,,1596.0,,,133.0,275.0,55.0,75.0,97.0,444.0
2017.0,Wayne Selden,SG,22.0,TOT,14.0,,236.0,,,18.0,30.0,14.0,22.0,18.0,71.0
2017.0,Wayne Selden,SG,22.0,NOP,3.0,,47.0,,,1.0,1.0,2.0,4.0,6.0,16.0
2017.0,Wayne Selden,SG,22.0,MEM,11.0,,189.0,,,17.0,29.0,12.0,18.0,12.0,55.0
2017.0,Kevin Seraphin,PF,27.0,IND,49.0,,559.0,0,,109.0,196.0,14.0,22.0,66.0,232.0
2017.0,Ramon Sessions,PG,30.0,CHO,50.0,1,811.0,,,79.0,201.0,91.0,118.0,43.0,312.0
2017.0,Iman Shumpert,SG,26.0,CLE,76.0,,1937.0,,,107.0,228.0,71.0,90.0,150.0,567.0
2017.0,Pascal Siakam,PF,22.0,TOR,55.0,,859.0,1,,102.0,198.0,22.0,32.0,109.0,229.0
2017.0,Jonathon Simmons,SG,27.0,SAS,78.0,,1392.0,,,147.0,319.0,99.0,132.0,146.0,483.0
2017.0,Kyle Singler,SF,28.0,OKC,32.0,,385.0,,,27.0,46.0,13.0,17.0,29.0,88.0
2017.0,Marcus Smart,SG,22.0,BOS,79.0,,2399.0,,,175.0,417.0,203.0,250.0,192.0,835.0
2017.0,Ish Smith,PG,28.0,DET,81.0,,1955.0,,,301.0,644.0,72.0,102.0,127.0,758.0
2017.0,J.R. Smith,SG,31.0,CLE,41.0,,1187.0,,,28.0,85.0,10.0,15.0,77.0,351.0
2017.0,Jason Smith,C,30.0,WAS,74.0,,1068.0,,,137.0,251.0,35.0,51.0,168.0,420.0
2017.0,Tony Snell,SG,25.0,MIL,80.0,,2336.0,,,102.0,186.0,47.0,58.0,125.0,683.0
2017.0,Marreese Speights,C,29.0,LAC,82.0,,1286.0,,,141.0,271.0,120.0,137.0,229.0,711.0
2017.0,Tiago Splitter,C,32.0,PHI,8.0,0,76.0,,,12.0,25.0,9.0,11.0,8.0,39.0
2017.0,Nik Stauskas,SG,23.0,PHI,80.0,,2188.0,,,119.0,275.0,122.0,150.0,144.0,756.0
2017.0,Lance Stephenson,SG,26.0,TOT,18.0,0,361.0,,,48.0,100.0,8.0,13.0,32.0,122.0
2017.0,Lance Stephenson,SG,26.0,NOP,6.0,0,162.0,1,,25.0,45.0,5.0,8.0,18.0,58.0
2017.0,Lance Stephenson,SG,26.0,MIN,6.0,0,67.0,0,,10.0,19.0,1.0,2.0,2.0,21.0
2017.0,Lance Stephenson,SG,26.0,IND,6.0,0,132.0,,,13.0,36.0,2.0,3.0,12.0,43.0
2017.0,Jarnell Stokes,C,23.0,DEN,2.0,0,7.0,0,0,1.0,1.0,1.0,2.0,3.0,3.0
2017.0,Diamond Stone,C,19.0,LAC,7.0,0,24.0,0,0,3.0,13.0,4.0,4.0,5.0,10.0
2017.0,Rodney Stuckey,PG,30.0,IND,39.0,0,696.0,,,72.0,184.0,80.0,107.0,44.0,281.0
2017.0,Jared Sullinger,PF,24.0,TOR,11.0,1,118.0,,,12.0,30.0,4.0,8.0,17.0,37.0
2017.0,Edy Tavares,C,24.0,TOT,2.0,0,28.0,0,0,4.0,5.0,0.0,3.0,3.0,8.0
2017.0,Edy Tavares,C,24.0,ATL,1.0,0,4.0,0,0,1.0,1.0,0.0,2.0,0.0,2.0
2017.0,Edy Tavares,C,24.0,CLE,1.0,0,24.0,0,0,3.0,4.0,0.0,1.0,3.0,6.0
2017.0,Isaiah Taylor,PG,22.0,HOU,4.0,0,52.0,0,,1.0,5.0,1.0,2.0,6.0,3.0
2017.0,Jeff Teague,PG,28.0,IND,82.0,,2657.0,,,312.0,657.0,360.0,415.0,165.0,1254.0
2017.0,Mirza Teletovic,PF,31.0,MIL,70.0,,1133.0,,,52.0,113.0,35.0,45.0,109.0,451.0
2017.0,Garrett Temple,SG,30.0,SAC,65.0,,1728.0,,,101.0,212.0,58.0,74.0,141.0,506.0
2017.0,Jason Terry,SG,39.0,MIL,74.0,0,1365.0,,,32.0,72.0,24.0,29.0,95.0,307.0
2017.0,Isaiah Thomas,PG,27.0,BOS,76.0,,2569.0,,,437.0,827.0,590.0,649.0,167.0,2199.0
2017.0,Lance Thomas,PF,28.0,NYK,46.0,,968.0,,,59.0,159.0,43.0,51.0,85.0,275.0
2017.0,Hollis Thompson,SG,25.0,TOT,40.0,,752.0,,,45.0,105.0,19.0,29.0,69.0,205.0
2017.0,Hollis Thompson,SG,25.0,PHI,31.0,1,561.0,,,40.0,88.0,13.0,20.0,55.0,171.0
2017.0,Hollis Thompson,SG,25.0,NOP,9.0,,191.0,,,5.0,17.0,6.0,9.0,14.0,34.0
2017.0,Klay Thompson,SG,26.0,GSW,78.0,,2649.0,,,376.0,729.0,186.0,218.0,139.0,1742.0
2017.0,Tristan Thompson,C,25.0,CLE,78.0,,2336.0,0,,262.0,434.0,106.0,213.0,176.0,630.0
2017.0,Marcus Thornton,SG,29.0,WAS,33.0,1,575.0,,,56.0,130.0,23.0,27.0,48.0,219.0
2017.0,Mike Tobey,C,22.0,CHO,2.0,0,25.0,0,0,1.0,4.0,0.0,0.0,2.0,2.0
2017.0,Anthony Tolliver,PF,31.0,SAC,65.0,,1477.0,,,65.0,121.0,61.0,82.0,109.0,461.0
2017.0,Axel Toupane,SF,24.0,TOT,4.0,0,47.0,1,,4.0,5.0,0.0,0.0,6.0,11.0
2017.0,Axel Toupane,SF,24.0,MIL,2.0,0,6.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0
2017.0,Axel Toupane,SF,24.0,NOP,2.0,0,41.0,1,,4.0,5.0,0.0,0.0,5.0,11.0
2017.0,Karl-Anthony Towns,C,21.0,MIN,82.0,,3030.0,,,701.0,1204.0,356.0,428.0,241.0,2061.0
2017.0,P.J. Tucker,SF,31.0,TOT,81.0,,2236.0,,,129.0,286.0,72.0,93.0,196.0,540.0
2017.0,P.J. Tucker,SF,31.0,PHO,57.0,,1627.0,,,101.0,218.0,61.0,77.0,143.0,401.0
2017.0,P.J. Tucker,SF,31.0,TOR,24.0,,609.0,,,28.0,68.0,11.0,16.0,53.0,139.0
2017.0,Evan Turner,SF,28.0,POR,65.0,,1658.0,,,204.0,434.0,85.0,103.0,121.0,586.0
2017.0,Myles Turner,C,20.0,IND,81.0,,2541.0,,,404.0,754.0,245.0,303.0,262.0,1173.0
2017.0,Beno Udrih,PG,34.0,DET,39.0,0,560.0,,,81.0,165.0,32.0,34.0,29.0,227.0
2017.0,Tyler Ulis,PG,21.0,PHO,61.0,,1123.0,,,163.0,358.0,55.0,71.0,73.0,444.0
2017.0,Jarrod Uthoff,PF,23.0,DAL,9.0,0,115.0,,,13.0,29.0,5.0,7.0,8.0,40.0
2017.0,Jonas Valanciunas,C,24.0,TOR,80.0,,2066.0,1,,390.0,700.0,176.0,217.0,216.0,959.0
2017.0,Denzel Valentine,SG,23.0,CHI,57.0,0,976.0,,,29.0,80.0,14.0,18.0,86.0,291.0
2017.0,Fred VanVleet,PG,22.0,TOR,37.0,0,294.0,,,28.0,82.0,18.0,22.0,36.0,107.0
2017.0,Anderson Varejao,C,34.0,GSW,14.0,1,92.0,0,0,5.0,14.0,8.0,11.0,16.0,18.0
2017.0,Greivis Vasquez,PG,30.0,BRK,3.0,0,39.0,1,,1.0,5.0,2.0,3.0,6.0,7.0
2017.0,Rashad Vaughn,SG,20.0,MIL,41.0,,458.0,,,31.0,75.0,2.0,5.0,32.0,142.0
2017.0,Noah Vonleh,PF,21.0,POR,74.0,,1265.0,,,123.0,250.0,60.0,94.0,154.0,327.0
2017.0,Nikola Vucevic,C,26.0,ORL,75.0,,2163.0,,,460.0,956.0,107.0,160.0,180.0,1096.0
2017.0,Sasha Vujacic,SG,32.0,NYK,42.0,,408.0,,,19.0,62.0,17.0,24.0,38.0,124.0
2017.0,Dwyane Wade,SG,35.0,CHI,60.0,,1792.0,,,369.0,810.0,223.0,281.0,112.0,1096.0
2017.0,Dion Waiters,SG,25.0,MIA,46.0,,1384.0,,,196.0,448.0,82.0,127.0,95.0,729.0
2017.0,Kemba Walker,PG,26.0,CHO,79.0,,2739.0,,,403.0,847.0,304.0,359.0,119.0,1830.0
2017.0,John Wall,PG,26.0,WAS,78.0,,2836.0,,,558.0,1163.0,422.0,527.0,151.0,1805.0
2017.0,Taurean Waller-Prince,SF,22.0,ATL,59.0,,981.0,,,81.0,183.0,74.0,94.0,96.0,335.0
2017.0,T.J. Warren,SF,23.0,PHO,66.0,,2048.0,,,377.0,716.0,119.0,154.0,175.0,951.0
2017.0,C.J. Watson,PG,32.0,ORL,62.0,,1012.0,,,64.0,143.0,57.0,66.0,84.0,281.0
2017.0,Briante Weber,PG,24.0,TOT,20.0,0,205.0,1,,24.0,50.0,11.0,16.0,16.0,62.0
2017.0,Briante Weber,PG,24.0,GSW,7.0,0,46.0,0,,5.0,11.0,2.0,3.0,4.0,12.0
2017.0,Briante Weber,PG,24.0,CHO,13.0,0,159.0,1,,19.0,39.0,9.0,13.0,12.0,50.0
2017.0,David West,C,36.0,GSW,68.0,0,854.0,,,132.0,244.0,43.0,56.0,105.0,316.0
2017.0,Russell Westbrook,PG,28.0,OKC,81.0,,2802.0,,,624.0,1358.0,710.0,840.0,190.0,2558.0
2017.0,Okaro White,PF,24.0,MIA,35.0,0,471.0,,,21.0,53.0,20.0,22.0,52.0,98.0
2017.0,Isaiah Whitehead,PG,21.0,BRK,73.0,,1643.0,,,160.0,359.0,91.0,113.0,175.0,543.0
2017.0,Hassan Whiteside,C,27.0,MIA,77.0,,2513.0,0,0,542.0,973.0,225.0,358.0,226.0,1309.0
2017.0,Andrew Wiggins,SF,21.0,MIN,82.0,,3048.0,,,606.0,1281.0,412.0,542.0,183.0,1933.0
2017.0,C.J. Wilcox,SG,26.0,ORL,22.0,0,108.0,,,5.0,16.0,2.0,2.0,8.0,21.0
2017.0,Alan Williams,C,24.0,PHO,47.0,0,708.0,0,1,138.0,266.0,70.0,112.0,125.0,346.0
2017.0,Deron Williams,PG,32.0,TOT,64.0,,1657.0,,,178.0,366.0,90.0,109.0,138.0,701.0
2017.0,Deron Williams,PG,32.0,DAL,40.0,,1171.0,,,132.0,272.0,69.0,84.0,96.0,522.0
2017.0,Deron Williams,PG,32.0,CLE,24.0,,486.0,,,46.0,94.0,21.0,25.0,42.0,179.0
2017.0,Derrick Williams,PF,25.0,TOT,50.0,,804.0,,,78.0,147.0,58.0,89.0,60.0,304.0
2017.0,Derrick Williams,PF,25.0,MIA,25.0,,377.0,,,45.0,92.0,31.0,50.0,33.0,148.0
2017.0,Derrick Williams,PF,25.0,CLE,25.0,0,427.0,,,33.0,55.0,27.0,39.0,27.0,156.0
2017.0,Lou Williams,SG,30.0,TOT,81.0,1,1994.0,,,265.0,552.0,402.0,457.0,92.0,1421.0
2017.0,Lou Williams,SG,30.0,LAL,58.0,1,1403.0,,,204.0,417.0,304.0,344.0,67.0,1078.0
2017.0,Lou Williams,SG,30.0,HOU,23.0,0,591.0,,,61.0,135.0,98.0,113.0,25.0,343.0
2017.0,Marvin Williams,PF,30.0,CHO,76.0,,2295.0,,,173.0,350.0,131.0,150.0,134.0,849.0
2017.0,Reggie Williams,SF,30.0,NOP,6.0,0,79.0,,,3.0,12.0,6.0,7.0,2.0,27.0
2017.0,Troy Williams,SF,22.0,TOT,30.0,,557.0,,,55.0,105.0,21.0,32.0,60.0,185.0
2017.0,Troy Williams,SF,22.0,MEM,24.0,,418.0,,,41.0,82.0,15.0,25.0,42.0,127.0
2017.0,Troy Williams,SF,22.0,HOU,6.0,,139.0,,,14.0,23.0,6.0,7.0,18.0,58.0
2017.0,Kyle Wiltjer,PF,24.0,HOU,14.0,0,44.0,,,0.0,1.0,1.0,2.0,4.0,13.0
2017.0,Justise Winslow,SF,20.0,MIA,18.0,,625.0,,,73.0,190.0,29.0,47.0,52.0,196.0
2017.0,Jeff Withey,C,26.0,UTA,51.0,1,432.0,0,1,55.0,102.0,36.0,48.0,52.0,146.0
2017.0,Christian Wood,PF,21.0,CHO,13.0,0,107.0,0,,12.0,18.0,11.0,15.0,11.0,35.0
2017.0,Metta World,SF,37.0,LAL,25.0,,160.0,,,10.0,30.0,10.0,16.0,18.0,57.0
2017.0,Brandan Wright,PF,29.0,MEM,28.0,,447.0,0,1,83.0,134.0,23.0,35.0,42.0,189.0
2017.0,Delon Wright,PG,24.0,TOR,27.0,0,446.0,,,39.0,86.0,42.0,55.0,31.0,150.0
2017.0,James Young,SG,21.0,BOS,29.0,0,220.0,,,13.0,23.0,6.0,9.0,15.0,68.0
2017.0,Joe Young,PG,24.0,IND,33.0,0,135.0,,,21.0,49.0,11.0,15.0,5.0,68.0
2017.0,Nick Young,SG,31.0,LAL,60.0,,1556.0,,,102.0,212.0,77.0,90.0,137.0,791.0
2017.0,Thaddeus Young,PF,28.0,IND,74.0,,2237.0,,,317.0,569.0,45.0,86.0,135.0,814.0
2017.0,Cody Zeller,PF,24.0,CHO,62.0,,1725.0,0,1,253.0,442.0,133.0,196.0,189.0,639.0
2017.0,Tyler Zeller,C,27.0,BOS,51.0,,525.0,0,1,78.0,157.0,22.0,39.0,61.0,178.0
2017.0,Stephen Zimmerman,C,20.0,ORL,19.0,0,108.0,0,0,10.0,31.0,3.0,5.0,17.0,23.0
2017.0,Paul Zipser,SF,22.0,CHI,44.0,,843.0,,,55.0,122.0,31.0,40.0,78.0,240.0
2017.0,Ivica Zubac,C,19.0,LAL,38.0,,609.0,0,,126.0,235.0,32.0,49.0,66.0,284.0
